Date,Geo,Confirmed,Deaths,Recovered,Hospitalizations,ICU,Tested,Positivity,Vaccinated,Vaccinated 2,Vac Distributed,Total variants,Variant B.1.1.7,Variant B.1.351,Variant P.1,Variant Nigeria,Variant unknown,Variant B.1.617,Variant B.1.1.529,Vaccinated 1,Vaccinated 3
2022-01-05,Montréal,223703,4899,186551,0,0,1170184,33.43,3482898,1496255,nan,124316.0,13820.0,126.0,285.0,53.0,124316.0,10706.0,2365.0,1638444,346640.0
2022-01-06,Montréal,227907,4907,189895,0,0,1172168,29.34,3500832,1496779,nan,128838.0,13821.0,126.0,285.0,53.0,128838.0,10706.0,2458.0,1639032,363408.0
2022-01-07,Montréal,232283,4914,194382,0,0,1174097,29.78,3519897,1497300,nan,132462.0,13821.0,126.0,285.0,53.0,132462.0,10706.0,2596.0,1639628,381302.0
2022-01-08,Montréal,232283,4914,194382,0,0,1175860,29.11,3539240,1497890,nan,132462.0,13821.0,126.0,285.0,53.0,132462.0,10706.0,2596.0,1640313,399267.0
2022-01-09,Montréal,236023,4923,199465,0,0,1177200,25.15,3554071,1498520,nan,132462.0,13821.0,126.0,285.0,53.0,132462.0,10706.0,2596.0,1641074,412653.0
2022-01-10,Montréal,241676,4931,209979,0,0,1178846,28.18,3568338,1498948,nan,141232.0,13821.0,126.0,285.0,53.0,141232.0,10706.0,2825.0,1641595,425909.0
2022-01-11,Montréal,244899,4946,213934,0,0,1180234,27.17,3588235,1499532,nan,144190.0,13821.0,126.0,285.0,53.0,144190.0,10706.0,2984.0,1642167,444554.0
2022-01-12,Montréal,247359,4959,216848,0,0,1181450,20.35,3609523,1500099,nan,146028.0,13821.0,126.0,285.0,53.0,146028.0,10708.0,3086.0,1642790,464538.0
2022-01-13,Montréal,249706,4973,220862,0,0,1182671,20.17,3632259,1500757,nan,148137.0,13821.0,126.0,285.0,53.0,148137.0,10708.0,3137.0,1643654,485613.0
2022-01-14,Montréal,251980,4987,226204,0,0,1184463,15.91,3654732,1501500,nan,149816.0,13821.0,126.0,285.0,53.0,149816.0,10708.0,3250.0,1644584,506254.0
2022-01-15,Montréal,254131,5001,230907,0,0,1186175,14.99,3677784,1502530,nan,149816.0,13821.0,126.0,285.0,53.0,149816.0,10708.0,3250.0,1645720,526934.0
2022-01-16,Montréal,256000,5001,234763,0,0,1188004,13.23,3697298,1503450,nan,149816.0,13821.0,126.0,285.0,53.0,149816.0,10708.0,3250.0,1646836,544310.0
2022-01-17,Montréal,257382,5022,237500,0,0,1189398,15.46,3715553,1504189,nan,153493.0,13821.0,126.0,285.0,53.0,153493.0,10708.0,3383.0,1647567,561020.0
2022-01-18,Montréal,258252,5034,239727,0,0,1190918,13.05,3733741,1504735,nan,154341.0,13821.0,126.0,285.0,53.0,154341.0,10708.0,3393.0,1648106,578009.0
2022-01-19,Montréal,259626,5052,241055,0,0,1192472,13.23,3755352,1505363,nan,155921.0,13821.0,126.0,285.0,53.0,155921.0,10786.0,3426.0,1648885,597895.0
2022-01-20,Montréal,261002,5072,242480,0,0,1194292,11.53,3776165,1506787,nan,156969.0,13821.0,126.0,285.0,53.0,156969.0,10786.0,3484.0,1649589,616335.0
2022-01-21,Montréal,262604,5081,244515,0,0,1195873,11.81,3797315,1508451,nan,157937.0,13821.0,126.0,285.0,53.0,157937.0,10786.0,3508.0,1650351,634866.0
2022-01-22,Montréal,263818,5094,245964,0,0,1197070,11.71,3818806,1511183,nan,157937.0,13821.0,126.0,285.0,53.0,157937.0,10786.0,3508.0,1650981,652793.0
2022-01-23,Montréal,264615,5096,247366,0,0,1198415,10.01,3836842,1514364,nan,157937.0,13821.0,126.0,285.0,53.0,157937.0,10786.0,3508.0,1651719,666747.0
2022-01-24,Montréal,265178,5114,248550,0,0,1199324,11.9,3851853,1517218,nan,156969.0,13821.0,126.0,285.0,53.0,156969.0,10786.0,3484.0,1652135,678388.0
2022-01-25,Montréal,265794,5124,249645,0,0,1200573,10.47,3868602,1519661,nan,160410.0,13821.0,126.0,285.0,53.0,160410.0,10786.0,3743.0,1652742,691909.0
2022-01-26,Montréal,266653,5143,250628,0,0,1201480,10.61,3884265,1521945,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1653445,704396.0
2022-01-27,Montréal,267382,5154,251552,0,0,1202438,10.44,3898295,1524224,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1654072,715336.0
2022-01-28,Montréal,268074,5160,252626,0,0,1203322,9.83,3911928,1526553,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1654825,725726.0
2022-01-29,Montréal,268762,5183,253820,0,0,1204357,9.65,3929554,1530033,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1655751,738760.0
2022-01-30,Montréal,269292,5183,254821,0,0,1205230,9.84,3943640,1533051,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1656423,749031.0
2022-01-31,Montréal,269730,5199,255720,0,0,1206247,9.45,3953038,1535098,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1656787,755940.0
2022-02-01,Montréal,270200,5205,256632,0,0,1207444,9.2,3963172,1537188,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1657499,763092.0
2022-02-02,Montréal,270874,5214,257334,0,0,1208441,10.16,3972007,1539274,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1658093,769144.0
2022-02-03,Montréal,271448,5220,258129,0,0,1209435,10.49,3981301,1541590,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1658724,775382.0
2022-02-04,Montréal,272241,5229,259099,0,0,1210386,9.7,3989733,1543702,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1659384,780938.0
2022-02-05,Montréal,272808,5237,259887,0,0,1211418,8.55,3999038,1546153,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1660006,787056.0
2022-02-06,Montréal,273234,5237,260632,0,0,1212396,9.21,4006748,1548042,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1660458,792361.0
2022-02-07,Montréal,273615,5243,261346,0,0,1213362,9.71,4011655,1549315,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1660719,795686.0
2022-02-08,Montréal,274060,5251,262053,0,0,1214420,9.59,4017987,1551191,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1661187,799592.0
2022-02-09,Montréal,274703,5256,262619,0,0,1215533,8.71,4024473,1553141,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1661710,803523.0
2022-02-10,Montréal,275186,5262,263273,0,0,1216468,7.98,4030819,1555005,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1662278,807356.0
2022-02-11,Montréal,275186,5262,263273,0,0,1217408,8.63,4036715,1556807,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1662684,810979.0
2022-02-12,Montréal,276131,5272,264777,0,0,1218550,7.74,4043389,1558435,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1663120,815475.0
2022-02-13,Montréal,276440,5273,265417,0,0,1219599,6.91,4048468,1559711,nan,161074.0,13821.0,126.0,285.0,53.0,161074.0,10786.0,3784.0,1663417,818919.0
2022-02-14,Montréal,276665,5276,266007,0,0,1220509,7.68,4051230,1560554,nan,519.0,13821.0,126.0,285.0,53.0,165502.0,11507.0,3504.0,1663555,820660.0
2022-02-15,Montréal,277105,5276,266721,0,0,1221671,6.51,4055706,1562208,nan,519.0,13821.0,126.0,285.0,53.0,165502.0,11507.0,3504.0,1663956,823019.0
2022-02-16,Montréal,277582,5282,267267,0,0,1222617,6.22,4059919,1563473,nan,519.0,13821.0,126.0,285.0,53.0,165502.0,11507.0,3504.0,1664180,825680.0
2022-02-17,Montréal,277964,5282,267856,0,0,1223668,6.2,4063577,1564526,nan,519.0,13821.0,126.0,285.0,53.0,165502.0,11507.0,3504.0,1664389,828015.0
2022-02-18,Montréal,278311,5293,268510,0,0,1224736,6.61,4066884,1565510,nan,519.0,13821.0,126.0,285.0,53.0,165502.0,11507.0,3504.0,1664582,830029.0
2022-02-19,Montréal,278667,5294,269139,0,0,1225890,5.77,4070294,1566103,nan,519.0,13821.0,126.0,285.0,53.0,165502.0,11507.0,3504.0,1664712,832647.0
2022-02-20,Montréal,278854,5295,269575,0,0,1227107,5.72,4074105,1566669,nan,519.0,13821.0,126.0,285.0,53.0,165502.0,11507.0,3504.0,1664829,835726.0
2022-02-21,Montréal,279013,5295,269994,0,0,1228278,4.63,4077013,1567114,nan,516.0,13821.0,126.0,285.0,53.0,174426.0,11518.0,3637.0,1664906,838068.0
2022-02-22,Montréal,279273,5297,270439,0,0,1229577,5.75,4080535,1567969,nan,516.0,13821.0,126.0,285.0,53.0,174426.0,11518.0,3637.0,1665118,840450.0
2022-02-23,Montréal,279596,5301,270847,0,0,1230668,4.87,4083615,1568678,nan,516.0,13821.0,126.0,285.0,53.0,174426.0,11518.0,3637.0,1665347,842524.0
2022-02-24,Montréal,279827,5304,271207,0,0,1231797,5.86,4086345,1569390,nan,516.0,13821.0,126.0,285.0,53.0,174426.0,11518.0,3637.0,1665520,844322.0
2022-02-25,Montréal,280123,5308,271635,0,0,1233166,5.08,4090132,1570347,nan,516.0,13821.0,126.0,285.0,53.0,174426.0,11518.0,3637.0,1665823,846759.0
2022-02-26,Montréal,280123,5308,271635,0,0,1234392,4.27,4093448,1570967,nan,516.0,13821.0,126.0,285.0,53.0,174426.0,11518.0,3637.0,1665950,849221.0
2022-02-27,Montréal,280519,5309,272303,0,0,1235681,4.66,4096713,1571472,nan,516.0,13821.0,126.0,285.0,53.0,174426.0,11518.0,3637.0,1666061,851824.0
2022-02-28,Montréal,280669,5310,272822,0,0,1236723,3.96,4098802,1571885,nan,516.0,13819.0,126.0,285.0,53.0,175136.0,11516.0,4174.0,1666129,853402.0
2022-03-01,Montréal,280756,5311,272837,0,0,1237870,4.99,4101444,1572372,nan,516.0,13819.0,126.0,285.0,53.0,175136.0,11516.0,4174.0,1666256,855372.0
2022-03-02,Montréal,281033,5311,273080,0,0,1238756,5.7,4103546,1572806,nan,516.0,13819.0,126.0,285.0,53.0,175136.0,11516.0,4174.0,1666354,856887.0
2022-03-03,Montréal,281243,5319,273319,0,0,1239272,5.24,4105509,1573192,nan,516.0,13819.0,126.0,285.0,53.0,175136.0,11516.0,4174.0,1666455,858302.0
2022-03-04,Montréal,281484,5324,273687,0,0,1239816,5.64,4107438,1573561,nan,516.0,13821.0,126.0,285.0,53.0,175917.0,11523.0,4317.0,1666541,859694.0
2022-03-05,Montréal,281689,5326,273921,0,0,1240402,6.22,4109648,1573958,nan,516.0,13821.0,126.0,285.0,53.0,175917.0,11523.0,4317.0,1666642,861328.0
2022-03-06,Montréal,281807,5327,274149,0,0,1240966,5.52,4111541,1574340,nan,516.0,13821.0,126.0,285.0,53.0,175917.0,11523.0,4317.0,1666731,862695.0
2022-03-07,Montréal,281905,5328,274356,0,0,1241432,5.63,4112900,1574657,nan,516.0,13821.0,126.0,285.0,53.0,176259.0,11523.0,4326.0,1666776,863656.0
2022-03-08,Montréal,282041,5330,274536,0,0,1241976,6.02,4114529,1575033,nan,516.0,13821.0,126.0,285.0,53.0,176259.0,11523.0,4326.0,1666864,864722.0
2022-03-09,Montréal,282261,5330,274718,0,0,1242529,5.43,4116107,1575386,nan,516.0,13821.0,126.0,285.0,53.0,176259.0,11523.0,4326.0,1666936,865796.0
2022-03-10,Montréal,282438,5330,274886,0,0,1243107,5.83,4117515,1575746,nan,516.0,13821.0,126.0,285.0,53.0,176259.0,11523.0,4326.0,1667018,866703.0
2022-03-11,Montréal,282592,5330,275113,0,0,1243567,6.1,4119085,1576126,nan,516.0,13821.0,126.0,285.0,53.0,176259.0,11523.0,4326.0,1667087,867725.0
2022-03-12,Montréal,282756,5330,275283,0,0,1244083,6.64,4121437,1576732,nan,516.0,13821.0,126.0,285.0,53.0,176259.0,11523.0,4326.0,1667210,869257.0
2022-03-13,Montréal,282892,5330,275453,0,0,1244586,4.98,4123453,1577301,nan,516.0,13821.0,126.0,285.0,53.0,176259.0,11523.0,4326.0,1667291,870561.0
2022-03-14,Montréal,282984,5330,275583,0,0,1244966,4.16,4124555,1577648,nan,516.0,13821.0,126.0,285.0,53.0,177015.0,11523.0,4529.0,1667340,871225.0
2022-03-15,Montréal,283110,5332,275741,0,0,1245496,6.68,4125978,1578006,nan,516.0,13821.0,126.0,285.0,53.0,177015.0,11523.0,4529.0,1667422,872144.0
2022-03-16,Montréal,283285,5333,275896,0,0,1246023,6.76,4127318,1578345,nan,516.0,13821.0,126.0,285.0,53.0,177015.0,11523.0,4529.0,1667473,873035.0
2022-03-17,Montréal,283498,5335,276028,0,0,1246595,7.94,4128609,1578614,nan,516.0,13821.0,126.0,285.0,53.0,177015.0,11523.0,4529.0,1667559,873898.0
2022-03-18,Montréal,283719,5336,276250,0,0,1247170,7.47,4130295,1579067,nan,516.0,13821.0,126.0,285.0,53.0,177015.0,11523.0,4529.0,1667646,874928.0
2022-03-19,Montréal,283936,5337,276420,0,0,1247648,7.39,4132481,1579479,nan,516.0,13821.0,126.0,285.0,53.0,177015.0,11523.0,4529.0,1667759,876474.0
2022-03-20,Montréal,284096,5337,276622,0,0,1248153,6.98,4134484,1579942,nan,516.0,13821.0,126.0,285.0,53.0,177015.0,11523.0,4529.0,1667855,877830.0
2022-03-21,Montréal,284220,5337,276788,0,0,1248533,8.44,4135582,1580193,nan,516.0,13821.0,126.0,285.0,53.0,177015.0,11523.0,4529.0,1667920,878531.0
2022-03-22,Montréal,284425,5338,276951,0,0,1249060,9.17,4137095,1580471,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1667998,879564.0
2022-03-23,Montréal,284760,5338,277051,0,0,1249604,12.7,4138415,1580779,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668062,880418.0
2022-03-24,Montréal,285165,5339,277194,0,0,1250146,13.43,4139852,1581099,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668111,881330.0
2022-03-25,Montréal,285589,5339,277391,0,0,1250674,13.75,4141669,1581486,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668240,882407.0
2022-03-26,Montréal,286036,5339,277591,0,0,1251177,13.56,4144385,1581921,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668354,884196.0
2022-03-27,Montréal,286405,5339,277791,0,0,1251613,12.17,4146839,1582411,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668463,885772.0
2022-03-28,Montréal,286670,5339,278002,0,0,1252097,12.68,4148304,1582673,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668516,886689.0
2022-03-29,Montréal,287035,5341,278182,0,0,1252618,15.17,4150252,1582981,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668606,887806.0
2022-03-30,Montréal,287546,5341,278334,0,0,1253151,14.76,4152634,1583191,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668688,888843.0
2022-03-31,Montréal,288199,5344,278538,0,0,1253675,16.84,4156274,1583401,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668787,890016.0
2022-04-01,Montréal,288837,5344,278897,0,0,1254219,15.31,4160625,1583656,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1668889,891400.0
2022-04-02,Montréal,289486,5345,279297,0,0,1254704,22.79,4166040,1584023,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1669053,893297.0
2022-04-03,Montréal,289993,5346,279746,0,0,1255201,15.85,4169746,1584382,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1669160,894735.0
2022-04-04,Montréal,289993,5346,279746,0,0,1255681,16.25,4172146,1584591,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1669212,895607.0
2022-04-05,Montréal,291844,5349,280850,0,0,1256221,16.55,4176215,1584810,nan,516.0,13821.0,126.0,285.0,53.0,177921.0,11575.0,5048.0,1669295,896786.0
2022-04-06,Montréal,291844,5349,280850,0,0,1256845,18.51,4180311,1584969,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1669371,897875.0
2022-04-07,Montréal,292618,5357,281216,0,0,1257324,15.86,4188782,1585138,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1669494,899069.0
2022-04-08,Montréal,293335,5374,281832,0,0,1257885,14.7,4196255,1585316,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1669613,900104.0
2022-04-09,Montréal,293957,5375,282457,0,0,1258456,14.44,4203550,1585575,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1669730,901447.0
2022-04-10,Montréal,294601,5377,283084,0,0,1259005,14.2,4208019,1585916,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1669859,902540.0
2022-04-11,Montréal,295041,5377,283696,0,0,1259520,14.37,4210743,1586050,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1669924,903084.0
2022-04-12,Montréal,295530,5382,284282,0,0,1260127,14.15,4218266,1586208,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670020,904047.0
2022-04-13,Montréal,296264,5386,284713,0,0,1260707,15.15,4225924,1586353,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670110,905027.0
2022-04-14,Montréal,296875,5388,285205,0,0,1261342,14.78,4234063,1586471,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670179,906120.0
2022-04-15,Montréal,297588,5392,285983,0,0,1261934,12.82,4241899,1586647,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670288,907361.0
2022-04-16,Montréal,298093,5395,286672,0,0,1262341,13.28,4247833,1586842,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670381,908183.0
2022-04-17,Montréal,298462,5399,287335,0,0,1262892,12.41,4251853,1587054,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670496,908877.0
2022-04-18,Montréal,298764,5400,287884,0,0,1263313,11.22,4252393,1587059,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670511,908982.0
2022-04-19,Montréal,299085,5401,288409,0,0,1263775,12.28,4256621,1587191,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670595,909550.0
2022-04-20,Montréal,299470,5403,288801,0,0,1264308,13.02,4262329,1587295,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670666,910140.0
2022-04-21,Montréal,300056,5405,289216,0,0,1264803,13.12,4269663,1587418,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670763,911005.0
2022-04-22,Montréal,300530,5408,289828,0,0,1265363,11.25,4276736,1587553,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1670850,911933.0
2022-04-23,Montréal,300991,5412,290417,0,0,1265779,13.0,4283604,1587741,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1671000,912868.0
2022-04-24,Montréal,301357,5414,290931,0,0,1266336,10.96,4287777,1587974,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1671179,913587.0
2022-04-25,Montréal,301623,5416,291392,0,0,1266861,11.36,4290595,1588113,nan,516.0,13821.0,126.0,285.0,53.0,183371.0,11584.0,5504.0,1671244,914034.0
2022-04-26,Montréal,301975,5421,291752,0,0,1267390,10.48,4296115,1588256,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671326,914782.0
2022-04-27,Montréal,302411,5425,292041,0,0,1267984,10.38,4301573,1588383,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671402,915438.0
2022-04-28,Montréal,302799,5425,292318,0,0,1268448,11.04,4306568,1588468,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671463,916003.0
2022-04-29,Montréal,303152,5427,292730,0,0,1269042,10.53,4312180,1588606,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671546,916637.0
2022-04-30,Montréal,303512,5428,293222,0,0,1269548,9.74,4317614,1588788,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671665,917586.0
2022-05-01,Montréal,303793,5428,293726,0,0,1270108,8.11,4320853,1588988,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671807,918226.0
2022-05-02,Montréal,303983,5429,294171,0,0,1270606,8.43,4322519,1589078,nan,516.0,13818.0,126.0,285.0,53.0,193390.0,11584.0,6662.0,1671860,918588.0
2022-05-03,Montréal,304215,5432,294567,0,0,1271158,11.34,4326088,1589186,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1671945,919131.0
2022-05-04,Montréal,304562,5436,294883,0,0,1271763,11.31,4330157,1589299,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672037,919669.0
2022-05-05,Montréal,304845,5439,295171,0,0,1272436,7.69,4334082,1589408,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672128,920180.0
2022-05-06,Montréal,305110,5440,295597,0,0,1273050,8.54,4339731,1589521,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672205,920813.0
2022-05-07,Montréal,305346,5447,296034,0,0,1273550,7.36,4344888,1589700,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672366,921505.0
2022-05-08,Montréal,305509,5447,296408,0,0,1274090,7.17,4348124,1589907,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672552,922026.0
2022-05-09,Montréal,305660,5448,296734,0,0,1274638,6.84,4350155,1589998,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672615,922366.0
2022-05-10,Montréal,305829,5450,297035,0,0,1275179,7.16,4354308,1590112,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672712,922878.0
2022-05-11,Montréal,306048,5454,297278,0,0,1275713,7.37,4358520,1590222,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672815,923395.0
2022-05-12,Montréal,306109,5459,297456,0,0,1276223,7.52,4362664,1590319,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672896,923946.0
2022-05-13,Montréal,306313,5463,297809,0,0,1276760,6.21,4366611,1590421,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1672985,924471.0
2022-05-14,Montréal,306509,5467,298097,0,0,1277218,6.8,4370302,1590604,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1673089,925074.0
2022-05-15,Montréal,306658,5467,298339,0,0,1277770,7.16,4372763,1590792,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1673235,925575.0
2022-05-16,Montréal,306807,5467,298593,0,0,1277770,7.16,4374430,1590876,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1673294,925962.0
2022-05-17,Montréal,306807,5467,298593,0,0,1277770,0.0,4374430,1590876,nan,516.0,13819.0,126.0,285.0,53.0,195545.0,11584.0,6775.0,1673294,925962.0
